Unnamed: 0.1,Unnamed: 0,Author,Title,Publication Year,Abstract Note,SOURCE,Abstract Note Length
101,46,"J. M. Wicherts, C. V. Dolan, D. J. Hessen, P. Oosterveld, G. C. M. van Baal, D. I. Boomsma",Are intelligence tests measurementinvariant over time? Investigating the nature of the Flynn effect,2004,"The gains of scores on standardized intelligence tests (i.e., Flynn effect) have been the subject of extensive debate concerning their nature, causes, and implications. The aim of the present study is to investigate whether five intelligence tests are measurement invariant with respect to cohort. Measurement invariance implies that gains over the years can be attributed to increases in the latent variables that the tests purport to measure. The studies reported contain original data of Dutch Wechsler Adult Intelligence Scale (WAIS) gains from 1967 to 1999, Dutch Differential Aptitude Test (DAT) gains from 1984 to 1995, gains on a Dutch children intelligence test (RAKIT) from 1982 to 1993, and reanalyses of results from Must, Must, and Raudik [Intelligence 167 (2003) 1–11] and Teasdale and Owen [Intelligence 28 (2000) 115–120]. The results of multigroup confirmatory factor analyses clearly indicate that measurement invariance with respect to cohorts is untenable. Uniform measurement bias is observed in some, but not all subtests. The implications of these findings are discussed.",data/mutualism.pdf --> https://www.sciencedirect.com/science/article/pii/S016028960400056X,1094
102,24,m. luciano d. posthuma m. wright e. d. geus glen a. smith g. geffen d. boomsma n. martin,"Perceptual speed does not cause intelligence, and intelligence does not cause perceptual speed",2005,"There is ongoing debate whether the efficiency of local cognitive processes leads to global cognitive ability or whether global ability feeds the efficiency of basic processes. A prominent example is the well-replicated association between inspection time (IT), a measure of perceptual discrimination speed, and intelligence (IQ), where it is not known whether increased speed is a cause or consequence of high IQ. We investigated the direction of causation between IT and IQ in 2012 genetically related subjects from Australia and The Netherlands. Models in which the reliable variance of each observed variable was specified as a latent trait showed IT correlations of -0.44 and -0.33 with respective Performance and Verbal IQ; heritabilities were 57% (IT), 83% (PIQ) and 77% (VIQ). Directional causation models provided poor fits to the data, with covariation best explained by pleiotropic genes (influencing variation in both IT and IQ). This finding of a common genetic factor provides a better target for identifying genes involved in cognition than genes which are unique to specific traits.",data/mutualism.pdf --> https://pubmed.ncbi.nlm.nih.gov/16038769/,1098
103,35,matthew r. reynolds t. keith,Spearman's law of diminishing returns in hierarchical models of intelligence for children and adolescents,2007,"Spearman's “law of diminishing returns” or SLODR refers to a decrease in g saturation as ability level increases. SLODR has been demonstrated in a number of intellectual batteries but several important aspects of the phenomenon are not yet well understood. We investigated the presence of SLODR in the Kaufman Assessment Battery for Children—Second Edition (KABC-II), a popular measure of intelligence for children. We used confirmatory factor analysis to investigate the invariance of two hierarchical factor structures across ability groups; the subtest variance explained by the ability factors across groups; and whether SLODR was produced only by subtests with low loadings on the general ability factor. We found that SLODR was present in the KABC-II, and its presence was not dependent on the hierarchical model of intelligence. Moreover, our findings suggest that SLODR acts on g and not on the broad abilities, although the contribution of g to various broad abilities is lower in the high ability group. Finally, SLODR was not produced by the subtests with the lowest g loadings on the general factor.",10.1016/J.INTELL.2006.08.002 --> https://www.sciencedirect.com/science/article/abs/pii/S0160289606001000,1111
104,88,"J. L. Horn, H. Masunaga",New directions for research into aging and intelligence: The development of expertise,2000,"Reviews and critically evaluates what is believed, scientifically, about human cognitive capabilities and their development through adulthood. A concern about this information—what appears to be wrong with it—is discussed, and the authors offer ideas about what is needed to fill in information that is more nearly correct. It is argued that the major thrust in research aimed at understanding the nature of human intelligence should be directed at understanding capabilities that emerge in adulthood. The principal argument of this chapter is in support for the concept that the quintessence of human intelligence is found in expressions of expertise. Evidence is reviewed on which extended Gf–Gc theory is based. Hypotheses specifying that working memory, depth of processing, consolidation, and chunking as essential processes of intelligence are examined. Research on the development of expertise is reviewed. It is argued that a description of abilities of expertise is needed to describe the high levels of intelligence that emerge in adulthood. (PsycInfo Database Record (c) 2022 APA, all rights reserved)",data/mutualism.pdf --> https://psycnet.apa.org/record/2001-00072-005,1112
105,135,k. jöreskog d. sörbom,Lisrel 8: Structural Equation Modeling With the Simplis Command Language,1993,"This text introduces the SIMPLIS command language for structural equation modelling. It is written for students and researchers with limited mathematical and statistical training who need to use structural equation models to analyze their data, and for those who have tried but failed to learn the LISREL command language. It is not a textbook on factor analysis, structural equations or latent variable models, although there are many examples of such in the book. Rather, it is assumed that the reader is already familiar with the basic ideas and principles of these types of analyses and techniques. The main objective is to demonstrate that structural equation modelling can be done easily without the technical jargon with which it has been associated. The SIMPLIS language shifts the focus away from the technical question ""How to do it"", so that researchers can concentrate on the question, ""What does it all mean?"" Although the SIMPLIS language makes it easier to specify models and to carry out the analysis, the substantive specification and interpretation remain the same as with the LISREL command language.",data/mutualism.pdf,1119
106,134,e. newport,Maturational Constraints on Language Learning,1990,"This paper suggests that there are constraints on learning required to explain the acquisition of language, in particular, mului ultonol constraints. First, empirical evidence for this daim is reviewed. The evidence from several studies of both first and second languoge acquisition suggests that normal language learning occurs only when exposure to the languoge begins early in life. With exposure beginning later in life, asymptotic performance in the language declines: the effects over oge of first exposure are approximately linear through childhood, with a flattening of the function in adulthood. These outcomes argue that some type of constraints ensuring successful languoge learning exist early in life, and weaken with increasing maturation. Second, two hypotheses are considered as to the nature of these maturational changes. One hypothesis is that constraints on learning particular to languoge acquisition undergo maturational decay. A second hypothesis, which is considered in more detail, suggests that language learning abilities decline because of the expansion of nonlinguisftc cognitive abilities.",data/mutualism.pdf,1119
107,33,b. facon,Are correlations between cognitive abilities highest in low-IQ groups during childhood?,2004,"This paper focuses on Spearman's law of diminishing returns which states that correlations between IQ tests decrease as the intellectual efficiency increases. In the present study, data from the national standardization sample of a French intelligence scale for children aged 4 to 9 years (Echelles Différentielles d'Efficiences Intellectuelles, forme Révisée) were examined to confirm this relationship. Each of the seven subtests of this scale was successively used to divide the sample into two IQ groups (low vs. high IQ) and correlations between the remaining six subtests were computed for each group. Fit measures of matrices revealed that correlations were not statistically different for six of the seven comparisons between low- and high-IQ participants. These results seem to indicate, at least in children aged 4 to 9 years, that lower IQ samples do not manifest a less differentiated pattern of correlations than higher IQ samples. Some theoretical implications of this finding are discussed, notably the need to envisage age as a potentially meaningful variable in research on the law of diminishing returns.",10.1016/J.INTELL.2004.06.002 --> https://www.sciencedirect.com/science/article/pii/S0160289604000467,1122
108,136,p. geert,A dynamic systems model of cognitive and language growth.,1991,"In the first part of the article, a conceptual framework is sketched to define cognitive growth, including language growth, as a process of growth under limited resources. Important concepts are the process, level, and rate of growth; minimal structural growth level; carrying capacity and unutilized capacity for growth; and feedback delay. Second, a mathematical model of cognitive growth under limited resources is presented, with the conclusion that the most plausible model is a model of logistic growth with delayed feedback. Third, the model is transformed into a dynamic systems model based on the logistic growth equation. This model describes cognitive growth as a system of supportive and competitive interactions between growers. Models of normal logistic growth, U-shaped growth, bootstrap growth, and competitive growth are also presented. An overview is presented of forms of adaptation of resources (e.g., parental and tutorial assistance and support) to the growth characteristics of a cognitive or linguistic competence. Finally, the question of how the model can account for stages of growth is discussed.",data/mutualism.pdf,1124
109,43,b. facon,Does age moderate the effect of IQ on the differentiation of cognitive abilities during childhood,2006,"Data from the national standardization of the French version of the WISC-III were analyzed to determine when during childhood the IQ-related process of differentiation appears and how the strength of the relationships among subtests evolves with age in low- and high-IQ groups. Indeed, some recent studies suggest that age might moderate the effect of IQ on the differentiation of cognitive abilities. The whole sample (N = 1, 120) was divided into six groups based on age (7–9, 10–12 and 13–15 yr) and on the mean of the subject's standard scores for Vocabulary and Block Design (mean < 10 vs. mean ≥ 10). Correlations between the remaining eleven subtests were then calculated for each group. Results showed an age-related increase in relationships among subtests for low-IQ participants, but good stability for high-IQ participants. This confirms the hypothesis of an Age × IQ interaction on the degree of differentiation of abilities and suggests that persons with low IQ do not exhibit a less differentiated pattern of intellectual abilities from the outset of their development. Rather, this characteristic seems to appear in late childhood.",10.1016/J.INTELL.2005.12.003 --> https://www.sciencedirect.com/science/article/abs/pii/S0160289605001212,1147
110,8,s. rose j. feldman j. jankowski,Dimensions of cognition in infancy,2004,"Recent work suggests that executive functions, the cornerstone of higher-level cognitive operations, are driven by basic information processing abilities. Using structural equation modeling, with latent variables, the present study provides the first evidence that this driving force begins in infancy, such that abilities in infancy predict executive functions at age 11. Information processing abilities in three domains (attention, processing speed, and memory) were assessed when participants were infants (7 and 12 months) and toddlers (24 and 36 months) and were used to predict three executive functions (working memory, inhibition, and shifting) when participants were 11 years old. A model relating infant abilities to age-11 executive functions fit well, and accounted for 9% to 19% of the variance in the executive functions. Paths from both speed and memory in infancy to age-11 working memory were significant, as was the path from Speed in infancy to age-11 Shifting. A model using abilities in toddlerhood as predictors fit similarly. These findings implicate early basic cognitive abilities in the development of executive functions.",data/mutualism.pdf --> https://pubmed.ncbi.nlm.nih.gov/23027882/,1149
111,62,s. gathercole,Cognitive approaches to the development of short-term memory,1999,"The capacity to retain information for brief periods of time increases dramatically during the childhood years. The increases in temporary storage of speech-based material that take place in the period spanning the pre-school years and adolescence reflect complex changes in many of the different component processes, including perceptual analysis, construction and maintenance of a memory trace, retention of order information, rehearsal, retrieval and redintegration. Another crucial capacity that undergoes a similar striking development is complex working memory, the ability to manipulate and store material simultaneously. Possible sources of age-related changes in working memory include increases in processing efficiency and attentional capacity, and task-switching. These two short-term memory systems might play significant but distinct roles in supporting the acquisition of knowledge and skills during childhood. Whereas phonological short-term memory is linked specifically with the learning of the phonological structures of new words, complex working memory appears to support processing and learning in a wide range of contexts, in both childhood and adulthood.",data/mutualism.pdf --> https://pubmed.ncbi.nlm.nih.gov/10529796/,1178
112,137,john r. anderson,Acquisition of cognitive skill.,1982,"A framework for skill acquisition is proposed that includes two major stages in the development of a cognitive skill: a declarative stage in which facts about the skill domain are interpreted and a procedural stage in which the domain knowledge is directly embodied in procedures for performing the skill. This general framework has been instantiated in the ACT system in which facts are encoded in a propositional network and procedures are encoded as productions. Knowledge compilation is the process by which the skill transits from the declarative stage to the procedural stage. It consists of the subprocesses of composition, which collapses sequences of productions into single productions, and proceduralization, which embeds factual knowledge into productions. Once proceduralized, further learning processes operate on the skill to make the productions more selective in their range of applications. These processes include generalization, discrimination, and strengthening of productions. Comparisons are made to similar concepts from past learning theories. How these learning mechanisms apply to produce the power law speedup in processing time with practice is discussed.",data/mutualism.pdf,1184
113,138,j. carroll,Human Cognitive Abilities-a sur-vey of factor-analytic studies,1993,Preface Part I. Introduction to the Survey: 1. The study of cognitive abilities 2. Historical foundations of the study of cognitive abilities 3. Survey and analysis of correlational and factor-analytic research on cognitive abilities: methodology 4. Survey and analysis of correlational and factor-analytic research on cognitive abilities: overview of outcomes Part II. The Identification and Description of Cognitive Abilities: 5. Abilities in the domain of language 6. Abilities in the domain of reasoning 7. Abilities in the domain of memory and learning 8. Abilities in the domain of visual perception 9. Abilities in the domain of auditory reception 10. Abilities in the domain of idea production 11. Abilities in the domain of cognitive speed 12. Abilities in the domain of knowledge and achievement 13. Psychomotor abilities 14. Miscellaneous domains of ability and personal characteristics 15. Higher-order factors of cognitive ability Part III. Issues: 16. A theory of cognitive abilities: the three-stratum theory 17. Issue about abilities: nature and nurture and others 18. Implications and recommendations References and list of datasets Appendices Name index Subject index.,data/mutualism.pdf,1186
114,78,d. detterman,Reply to Deary and Pagliari: Is g intelligence or stupidity?☆,1991,"Deary and Pagliari (1991) pointed out that Spearman had presented data showing the same pattern in correlations found by Detterman and Daniel (1989). Correlations among tests are about twice as high for low-IQ subjects as for high-IQ subjects. Spearman suggested that this effect be called the “law of diminishing returns”. He thought that smarter people had more “g”. He also reasoned that, as in psychophysical effects, a constant increment would be less discriminable when added to a large base (high-IQ) than to a small base (low-IQ). These differences in discriminability are what caused the correlations to be lower in groups of high-IQ subjects. But Spearman was wrong on two counts. First, any constant added to either or both members of pairs of observations has no effect on the resulting correlation. So size of base could not produce differences in correlation. Second, if g is defined as whatever causes tests to be positively intercorrelated, then low-IQ subjects have more g than high-IQ subjects because their test scores are more highly correlated. Amount of g, as g interpreted by Spearman, represents stupidity, not intelligence. An alternative explanation for these effects is provided.",data/mutualism.pdf --> https://www.sciencedirect.com/science/article/pii/016028969190034B,1206
115,94,m. bartels m. rietveld g. v. baal d. boomsma,Genetic and Environmental Influences on the Development of Intelligence,2002,"Measures of intelligence were collected in 209 twin pairs at 5, 7, 10, and 12 years of age, as part of a longitudinal project on intelligence, brain function, and behavioral problems. Intelligence was measured at 5, 7, and 10 years of age with the RAKIT, a well-known Dutch intelligence test, consisting of 6 subscales. At 12 years of age, the complete WISC-R was administered (12 subscales). Both intelligence tests resulted in a measure of full-scale IQ (FSIQ). Participation rate is around 93% at age 12. Correlation coefficients over time are high: (r(5-7) = .65; r(5-10) = .65; r(5-12) = .64; r(7-10) = .72; r(7-12) = .69 and r(10-12) = .78). Genetic analyses show significant heritabilities at all ages, with the expected increase of genetic influences and decrease of shared environmental influences over the years. Genetic influences seem to be the main driving force behind continuity in general cognitive ability, represented by a common factor influencing FSIQ at all ages. Shared environmental influences are responsible for stability as well as change in the development of cognitive abilities, represented by a common factor influencing FSIQ at all ages and age-specific influences, respectively.",data/mutualism.pdf --> https://pubmed.ncbi.nlm.nih.gov/12211623/,1210
116,55,l. thompson d. detterman r. plomin,"Differences in heritability across groups differing in ability, revisited",1993,"Three recent studies have used twin data to explore the possibility of differential contributions of heritability and environmentality to individual differences in cognitive ability as a function of ability level (Detterman, D. K., et al., Behav. Genet. 20:369-384; 1990; Bailey, M. J. and Revelle, W., Behav. Genet. 21:397-404, 1991; Cherny, S. S., et al., Behav. Genet. 22:153-162, 1992). All arrived at different conclusions: higher heritability at the low end, higher heritability at the high end, and no differential influence, respectively. The current report involves a sample of 148 identical and 135 fraternal twin pairs from the Western Twin Project who were tested on a battery of intelligence and achievement tests to further explore the issue. The results suggest no significant differences in heritability at either the high or the low end, although a trend toward higher heritability for children of higher ability is evident. Individual differences for a composite ability/achievement score showed significantly greater influence of shared family environment at the low end than the rest of the distribution. In general, results for cognitive ability and academic achievement were highly similar.",data/mutualism.pdf --> https://pubmed.ncbi.nlm.nih.gov/8240212/,1212
117,16,f. j. abad r. colom manuel juan-espinosa l. f. garcía,Intelligence differentiation in adult samples,2003,"There is a renewed interest in the so-called differentiation theory. This theory states: the higher the level of g, the less the amount of g variance in any particular cognitive test. The implication of the differentiation theory for the scientific concept of intelligence is noteworthy: g could be more germane for low-ability than for high-ability people. A first battery of cognitive tests was applied to a sample of 3430 participants (mean age=23.12 years). The sample of the Spanish standardization of the WAIS-III was also analyzed (823 participants with a mean age=34.41 years). The methodology of Deary et al. [Intelligence 23 (1996) 105] was used for generating fine-grained low- and high-ability groups. The percentage of variance explained by g was computed for low- and high-ability groups, respectively: the mean percentages were 45.85 and 43.96 in the first cognitive battery, and 49.03 and 36.67 in the WAIS-III. These results support the differentiation of intelligence across the range of ability. However, a sample effect is observed: WAIS-III results are more supportive of the differentiation theory. This evidence suggests that ability differentiation could be related to educational differences.",10.1016/S0160-2896(02)00141-1 --> https://www.sciencedirect.com/science/article/pii/S0160289602001411,1217
118,38,d. molenaar c. dolan j. wicherts h. maas,Modeling differentiation of cognitive abilities within the higher-order factor model using moderated factor analysis,2010,"The general differentiation hypothesis states that the strength of the correlations among a set of IQ subtests varies with a given variable. Instances of the general differentiation hypothesis that have been considered in the literature include age and ability differentiation. Traditionally, the differentiation effect is attributed to the varying role of g in the subtest scores of an IQ test with the age or ability variable. We argue that this is only one possible way in which a differentiation effect may arise. We discuss five ways in which differentiation can emerge in the higher-order factor model of intelligence, and demonstrate that these can be tested using moderated factor analysis. Using this method, we study the degree in which the various formal conceptualizations of differentiation can be distinguished statistically. We investigate the age and ability differentiation hypotheses in a real data set using both a traditional method and the method of moderated factor analysis. We conclude that results concerning the traditional method can be misleading. In addition, results concerning moderated factor analysis show no evidence for age differentiation, and weak evidence for ability differentiation.",10.1016/J.INTELL.2010.09.002 --> https://www.sciencedirect.com/science/article/pii/S0160289610001108,1222
119,7,s. rose j. feldman j. jankowski,The structure of infant cognition at 1 year,2005,"The present study explored the dimensionality of cognition at 12 months by factor analyzing data from a large cohort of preterm and full-term infants (N=182). Two analyses were done. In the first, using only measures used earlier, when the infants were 7 months of age, the same three factors emerged at 12 months as at the earlier age--namely, Attention (look duration and shift rate), Speed (reaction time), and Recognition Memory (novelty responses). Together, they accounted for 36% of the variance. Loadings for all three factors closely resembled those from the 7-month solution, and individuals showed cross-age stability on factor scores, r=0.24-0.51. The second analysis used an expanded battery of tasks, including some capturing higher order cognitive abilities. The same three factors emerged, along with two new ones--Recall (reproduction of event sequences) and Representational Competence (performance on cross-modal transfer and object permanence) with the five together accounting for 42% of the variance. The results support the idea that discrete cognitive abilities can be detected early in infancy and that these abilities show continuity over the first year. (PsycInfo Database Record (c) 2020 APA, all rights reserved)",data/mutualism.pdf --> https://psycnet.apa.org/record/2005-06220-002,1241
120,65,d. fulker j. defries r. plomin,Genetic influence on general mental ability increases between infancy and middle childhood,1988,"Adoption studies can provide direct evidence for the independent effects of family environment and heredity that are always confounded in intact nuclear families. When children are separated from their biological mothers shortly after birth and placed nonselectively in adoptive homes, adoptive-parent/adopted-child resemblance can be ascribed to cultural transmission, whereas biological-parent/adopted-child similarities are due to heritable factors. Furthermore, a longitudinal adoption study facilitates examination of changes in these two main sources of variation during development. The Colorado Adoption Project is the first large-scale longitudinal adoption study of behavioural development and was initiated in 1975. Data were collected from biological parents of 245 adopted children, the adoptive parents and parents of 245 matched nonadopted children. The children have subsequently been tested at 1, 2, 3 and 4 years of age, and at the end of their first year in primary school (average age, 7.4 years). The number of subjects tested is now adequate for analysis of data over 7 years. The results provide conclusive evidence for increasing heritable variation of general mental ability, ranging from 9% at 1 year of age to 36% at 7 years.",data/mutualism.pdf --> https://pubmed.ncbi.nlm.nih.gov/3205303/,1252
121,98,peter v. w. hartmann t. teasdale,A test of Spearman's Law of Diminishing Returns in two large samples of Danish military draftees,2004,"Spearman's “Law of Diminishing Returns” (SLODR) predicts that g saturation for cognitive tests will be lower at high ability levels than at low ability levels. This hypothesis was tested in two large samples of Danish military draftees (n=33,833 and n=25,020). The subjects were representative samples of the young adult male population and 95% were aged 18–19. Both samples were tested with a group intelligence test comprised of four subtests which was used to form high and low ability groups within each sample. The g saturation of the battery was estimated within each group using the average intercorrelation and the total explained variance of the first principal component (PC1) and first factor from a principal axis factoring (PAF1). Two different cutoff points were used to illustrate the effect of difference in standard deviation (S.D.) for subtest and total ability score. For both samples and for both cutoff points, SLODR could not be confirmed. In fact, support was found for the opposite effect, namely, a higher g saturation for the high ability group as compared to the low ability group. Furthermore, SLODR may be dependent upon the cutoffs used to define ability groups and also the number and overall g loading of the cognitive tests used.",data/mutualism.pdf --> https://www.sciencedirect.com/science/article/abs/pii/S0160289604000534,1262
122,67,c. fisher d. g. hallb susan rakowiw l. gleitman r. baillargeon j. deloache h. gleitman j. grimshaw a. joshi m. kelly b. landau anneliese lederer e. markman kevin miller letty naigles elissa newport b. ross sandy waxman,When it is better to receive than to give: Syntactic and conceptual constraints on vocabulary growth,1994,"We ask how children solve the mapping problem for verb acquisition: how they pair concepts with their phonological realizations in their language. There is evidence that nouns but not verbs can be acquired by pairing each sound (e.g., ‘elephant’) with a concept inferred from the world circumstances in which that sound occurs. Verb meanings pose problems for this word-world mapping procedure, motivating a model of verb mapping mediated by attention to the syntactic structures in which verbs occur (Landau and Gleitman 1985, Gleitman 1990). We present an experiment examining the interaction between a conceptual influence (the bias to interpret observed situations as involving a casual agent) and syntactic influences, as these jointly contribute to children's conjectures about new verb meanings. Children were shown scenes ambiguous as to two interpretations (e.g., giving and getting or chasing and fleeing) and were asked to guess the meaning of novel verbs used to described the scenes, presented in varying syntactic contexts. Both conceptual and syntactic constraints influenced children's responses, but syntactic information largely overwhelmed the conceptual bias. This finding, with collatoral evidence, supports a syntax-mediated procedure for verb acquisition.",data/mutualism.pdf --> https://www.sciencedirect.com/science/article/pii/0024384194903468,1278
123,30,b. facon d. magis m. nuchadee p. boeck,Do Raven's Colored Progressive Matrices function in the same way in typical and clinical populations? Insights from the intellectual disability field,2011,"Standardized tests are used widely in comparative studies of clinical populations, either as dependent or control variables. Yet, one cannot always be sure that the test items measure the same constructs in the groups under study. In the present work, 460 participants with intellectual disability of undifferentiated etiology and 488 typical children were tested using Raven's Colored Progressive Matrices (RCPM). Data were analyzed using binomial logistic regression modeling designed to detect differential item functioning (DIF). Results showed that 12 items out of 36 function differentially between the two groups, but only 2 items exhibit at least moderate DIF. Thus, a very large majority of the items have identical discriminative power and difficulty levels across the two groups. It is concluded that RCPM can be used with confidence in studies comparing participants with and without intellectual disability. In addition, it is suggested that methods for investigating internal bias of tests used in cross-cultural, cross-linguistic or cross-gender comparisons should also be regularly employed in studies of clinical populations, particularly in the field of developmental disability, to show the absence of systematic measurement error (i.e. DIF) affecting item responses.",10.1016/J.INTELL.2011.04.002 --> https://www.sciencedirect.com/science/article/pii/S0160289611000547,1286
124,139,c. dolan,Investigating Spearman's Hypothesis by Means of Multi-Group Confirmatory Factor Analysis,2000,"Differences between blacks and whites on cognitive ability tests have been attributed to a fundamental difference between these groups in general intelligence (or g, as it is denoted). The hypothesized difference in g gives rise to Spearman's hypothesis, which states that the differences in the means of the tests are related to the tests' factor loadings on g. Jensen has investigated this hypothesis by correlating differences in means and tests' g loadings. The aim of the present article is to investigate B-W differences using multi-group confirmatory factor analysis. The advantages of multi-group confirmatory factor analysis over Jensen's test of Spearman's hypothesis are discussed. A published data set is analyzed. Strict factorial invariance is tested and judged to be tenable. Various models are tested, which do and do not incorporate g. It is observed that it is difficult to distinguish between several hypotheses, including and excluding g, concerning group differences. The inability to distinguish between competing models using multi-group confirmatory factor analysis makes it difficult to draw clear conclusions about the exact nature of black-white differences in cognitive abilities. The implications of the results for Jensen's test of Spearman's hypothesis are discussed.",data/mutualism.pdf,1298
125,93,j. gustafsson,A unifying model for the structure of intellectual abilities,1984,"Models of the structure of cognitive abilities suggested by Spearman, Thurstone, Guilford, Vernon and Cattell-Horn are reviewed. It is noted that some of the models include a general intellectual factor (g) while others do not. It is also noted that some models are nonhierarchical, while in others more narrow abilities are subsumed under broader abilities in a hierarchical pattern. An empirical study in which a test battery of 16 tests was administered to some 1000 subjects in the 6th grade is reported. Using the LISREL technique to test different models, good support is obtained for oblique primary factors in the Thurstone tradition as well as for the second-order factors fluid intelligence, crystallized intelligence, and general visualization hypothesized by Cattell and Horn. It is also found, however, that the second-order factor of fluid intelligence i is identical with a third-order g-factor. On the basis of these results a three-level model (the HILI-model) is suggested, with the g-factor at the top, two broad factors reflecting the ability to deal with verbal and figural information, respectively, at the second-order level, and the primary factors in the Thurstone and Guilford tradition at the lowest level. It is argued that most previously suggested models are special cases of the HILI-model.",data/mutualism.pdf --> https://www.sciencedirect.com/science/article/pii/0160289684900084,1321
126,140,e. thelen linda b. smith,A Dynamic systems approach to the development of cognition and action,1994,"A Dynamic Systems Approach to the Development of Cognition and Action presents a comprehensive and detailed theory of early human development based on the principles of dynamic systems theory. Beginning with their own research in motor, perceptual, and cognitive development, Thelen and Smith raise fundamental questions about prevailing assumptions in the field. They propose a new theory of the development of cognition and action, unifying recent advances in dynamic systems theory with current research in neuroscience and neural development. In particular, they show how by processes of exploration and selection, multimodal experiences form the bases for self-organizing perception-action categories. Thelen and Smith offer a radical alternative to current cognitive theory, both in their emphasis on dynamic representation and in their focus on processes of change. Among the first attempt to apply complexity theory to psychology, they suggest reinterpretations of several classic issues in early cognitive development. The book is divided into three sections. The first discusses the nature of developmental processes in general terms, the second covers dynamic principles in process and mechanism, and the third looks at how a dynamic theory can be applied to enduring puzzles of development. Cognitive Psychology series",data/mutualism.pdf,1330
127,31,a. jensen l. weng,What is a good g,1994,"We have examined the stability of psychometric g, the general factor in all mental ability tests or other manifestations of mental ability, when g is extracted from a given correlation matrix by different models or methods of factor analysis. This was investigated in simulated correlation matrices, in which the true g was known exactly, and in typical empirical data consisting of a large battery of diverse mental tests. Theoretically, some methods are more appropriate than others for extracting g, but in fact g is remarkably robust and almost invariant across different methods of analysis, both in agreement between the estimated g and the true g in simulated data and in similarity among the g factors extracted from empirical data by different methods. Although the near-uniformity of g obtained by different methods would seem to indicate that, practically speaking, there is little basis for choosing or rejecting any particular method, certain factor models qua models may accord better than others with theoretical considerations about the nature of g. What seems to us a reasonable strategy for estimating g, given an appropriate correlation matrix, is suggested for consideration. It seems safe to conclude that, in the domain of mental abilities, g is not in the least chimerical. Almost any g is a “good” g and is certainly better than no g.",10.1016/0160-2896(94)90029-9 --> https://www.sciencedirect.com/science/article/pii/0160289694900299,1358
128,51,L. L. Thurstone,Primary mental abilities,1938,"THIS publication is the opening number of a series which the Psychometric Society proposes to issue. It reports the first large experimental inquiry, carried out by the methods of factor analysis described by Thurstone in The Vectors of the Mind 1. The work was made possible by financial grants from the Social Science Research Committee of the University of Chicago, the American Council of Education, and the Carnegie Corporation of New York. The results are eminently worthy of the assistance so generously accorded. Thurstone’s previous theoretical account, lucid and comprehensive as it is, is intelligible only to those who have a knowledge of matrix algebra. Hence his methods have become known to British educationists chiefly from the monograph published by W. P. Alexander8. This enquiry has provoked a good deal of criticism, particularly from Professor Spearman’s school ; and differs, as a matter of fact, from Thurstone’s later expositions. Hence it is of the greatest value to have a full and simple illustration of his methods, based on a concrete inquiry, from Professor Thurstone himself. Keywords General Factor Group Factor American Council Centroid Method Saturation Coefficient These keywords were added by machine and not by the authors. This process is experimental and the keywords may be updated as the learning algorithm improves.",data/mutualism.pdf --> https://link.springer.com/chapter/10.1007/978-94-011-6129-9_8,1358
129,89,e. hunt,Cognition and Intelligence: Information Processing and Intelligence: Where We Are and Where We Are Going,2004,"Intelligence tests are about one hundred years old. If you agree with Boring (1923) that intelligence is what the intelligence tests measure, then the science of intelligence is one hundred years old. The author will call this psychometrically defined intelligence. Empirically the study of psychometric intelligence is a booming field, for it has led to a very large literature, impressive technological developments, and coherent relationships among test scores (Carroll, 1993). However, it has a weakness. A purely psychometric approach to intelligence lets the technology of measurement define the concept, rather than the concept defining an appropriate measurement technology. Along with many others, the author prefers a more conceptual, less boring approach. The publication of this volume provides an opportunity to look back at what has been done and, with somewhat more hesitation, to attempt to identify what more needs to be done. Like any large intellectual movement, the study of information processing and intelligence has split into several subareas. The most important ones are reviewed in individual chapters in the current volume. The author will try to take a larger view. To understand our present progress and future challenges, we first need to see how cognitive and differential psychology look today. (PsycINFO Database Record (c) 2019 APA, all rights reserved)",data/mutualism.pdf --> https://psycnet.apa.org/record/2004-21161-001,1387
130,95,t. kennedy s. naeem k. howe j. m h knops d. tilman p. reich,Biodiversity as a barrier to ecological invasion,2002,"Biological invasions are a pervasive and costly environmental problem that has been the focus of intense management and research activities over the past half century. Yet accurate predictions of community susceptibility to invasion remain elusive. The diversity resistance hypothesis, which argues that diverse communities are highly competitive and readily resist invasion, is supported by both theory and experimental studies conducted at small spatial scales. However, there is also convincing evidence that the relationship between the diversity of native and invading species is positive when measured at regional scales. Although this latter relationship may arise from extrinsic factors, such as resource heterogeneity, that covary with diversity of native and invading species at large scales, the mechanisms conferring greater invasion resistance to diverse communities at local scales remain unknown. Using neighbourhood analyses, a technique from plant competition studies, we show here that species diversity in small experimental grassland plots enhances invasion resistance by increasing crowding and species richness in localized plant neighbourhoods. Both the establishment (number of invaders) and success (proportion of invaders that are large) of invading plants are reduced. These results suggest that local biodiversity represents an important line of defence against the spread of invaders.",data/mutualism.pdf --> https://pubmed.ncbi.nlm.nih.gov/12050662/,1413
