Author,Title,Publication Year,Abstract Note,SOURCE
"tawanna r. dillahunt, amelia malone,",The Promise of the Sharing Economy among Disadvantaged Communities,2015,"The digital-sharing economy presents opportunities for individuals to find temporary employment, generate extra income, increase reciprocity, enhance social interaction, and access resources not otherwise attainable. Although the sharing economy is profitable, little is known about its use among the unemployed or those struggling financially. This paper describes the results of a participatory-design based workshop to investigate the perception and feasibility of finding temporary employment and sharing spare resources using sharing-economy applications. Specifically, this study included 20 individuals seeking employment in a U.S. city suffering economic decline. We identify success factors of the digital-sharing economy to these populations, identify shortcomings and propose mitigation strategies based on prior research related to trust, social capital and theories of collective efficacy. Finally, we contribute new principles that may foster collaborative consumption within this population and identify new concepts for practical employment applications among these populations.",data/airbnb.pdf
"david n. figlio,","Names, Expectations and the Black-White Test Score Gap",2005,"This paper investigates the question of whether teachers treat children differentially on the basis of factors other than observed ability, and whether this differential treatment in turn translates into differences in student outcomes. I suggest that teachers may use a child's name as a signal of unobserved parental contributions to that child's education, and expect less from children with names that ""sound"" like they were given by uneducated parents. These names, empirically, are given most frequently by Blacks, but they are also given by White and Hispanic parents as well. I utilize a detailed dataset from a large Florida school district to directly test the hypothesis that teachers and school administrators expect less on average of children with names associated with low socio-economic status, and these diminished expectations in turn lead to reduced student cognitive performance. Comparing pairs of siblings, I find that teachers tend to treat children differently depending on their names, and that these same patterns apparently translate into large differences in test scores.",data/audit.pdf
"katherine l. milkman, m. akinola, d. chugh,",Temporal Distance and Discrimination,2012,"Through a field experiment set in academia (with a sample of 6,548 professors), we found that decisions about distant-future events were more likely to generate discrimination against women and minorities (relative to Caucasian males) than were decisions about near-future events. In our study, faculty members received e-mails from fictional prospective doctoral students seeking to schedule a meeting either that day or in 1 week; students’ names signaled their race (Caucasian, African American, Hispanic, Indian, or Chinese) and gender. When the requests were to meet in 1 week, Caucasian males were granted access to faculty members 26% more often than were women and minorities; also, compared with women and minorities, Caucasian males received more and faster responses. However, these patterns were essentially eliminated when prospective students requested a meeting that same day. Our identification of a temporal discrimination effect is consistent with the predictions of construal-level theory and implies that subtle contextual shifts can alter patterns of race- and gender-based discrimination.",data/audit.pdf
melissa g. keith l. tay p. harms,Systems Perspective of Amazon Mechanical Turk for Organizational Research: Review and Recommendations,2017,"Amazon Mechanical Turk (MTurk) is becoming a prevalent source of quick and cost effective data for organizational research, but there are questions about the appropriateness of the platform for organizational research. To answer these questions, we conducted an integrative review based on 75 papers evaluating the MTurk platform and 250 MTurk samples used in organizational research. This integrative review provides four contributions: (1) we analyze the trends associated with the use of MTurk samples in organizational research; (2) we develop a systems perspective (recruitment system, selection system, and work management system) to synthesize and organize the key factors influencing data collected on MTurk that may affect generalizability and data quality; (3) within each factor, we also use available MTurk samples from the organizational literature to analyze key issues (e.g., sample characteristics, use of attention checks, payment); and (4) based on our review, we provide specific recommendations and a checklist for data reporting in order to improve data transparency and enable further research on this issue.",10.3389/fpsyg.2017.01359
bastian jaeger willem w. a. sleegers,Racial discrimination in the sharing economy: Evidence from Airbnb markets across the world,2020,"Online peer-to-peer platforms aim to reduce anonymity and increase trust by displaying personal information about sellers. However, consumers may also rely on the names and profile photos of sellers to avoid sellers from certain social groups. Here we analyze more than 100,000 Airbnb rentals to test whether consumers discriminate against hosts from racial minorities. If consumers prefer to stay with a White host, then hosts from racial minorities should be able to charger lower prices for similar rentals. In Study 1, we analyzed 96,150 Airbnb listings across 24 cities, 14 countries, and 3 continents and found that non-White hosts charge 2.74% lower prices for qualitatively similar rentals. In Study 2, a preregistered analysis of 12,648 listings across 14 cities in the United States showed that, compared to White hosts, Black hosts charge 7.39% lower prices and Asian hosts charge 5.94% lower prices. Even though the magnitude of the price penalties varied, they emerged consistently across most cities. In sum, the current findings suggest that there is widespread discrimination against Airbnb hosts from racial minorities.",10.31234/osf.io/qusxf
"k. neckerman, joleen kirschenman,","Hiring Strategies, Racial Bias, and Inner-City Workers",1991,"This article explores the ways employers' hiring strategies affect the employment chances of inner-city blacks, using a recent survey of 185 Chicago-area firms. The authors find that employers commonly direct recruitment efforts to white neighborhoods and avoid recruitment sources that bring them a disproportionately inner-city black labor force; when they do draw applicants from poor black neighborhoods, they tend to use labor market intermediaries to recruit workers. There is also evidence that inner-city blacks often do poorly in job interviews in part because they lack the work experience that is so often a focal point of the interview, and in part because of race and class related differences in culture. Finally, there is preliminary evidence that skills testing is associated with higher proportions of black workers in entry-level jobs, suggesting that more objective means of screening prospective employees provide less latitude for racial bias. Racial bias appears to occur as employers search for productive workers and could be reduced by developing more effective ways for job applicants to demonstrate their skills.",data/insta_short.pdf
"lincoln quillian, anthony f. heath, d. pager, arnfinn h. midtbøen, f. fleischmann, ole hexela,",Do Some Countries Discriminate More than Others? Evidence from 97 Field Experiments of Racial Discrimination in Hiring,2019,"Comparing levels of discrimination across countries can provide a window into large-scale social and political factors often described as the root of discrimination. Because of difficulties in measurement, however, little is established about variation in hiring discrimination across countries. We address this gap through a formal meta-analysis of 97 field experiments of discrimination incorporating more than 200,000 job applications in nine countries in Europe and North America. We find significant discrimination against nonwhite natives in all countries in our analysis; discrimination against white immigrants is present but low. However, discrimination rates vary strongly by country: In high-discrimination countries, white natives receive nearly twice the callbacks of nonwhites; in low-discrimination countries, white natives receive about 25 percent more. France has the highest discrimination rates, followed by Sweden. We find smaller differences among Great Britain, Canada, Belgium, the Netherlands, Norway, the United States, and Germany. These findings challenge several conventional macro-level theories of discrimination.",data/airbnb.pdf
miranda a. galvin m. logan daniel w. snook,Assessing the validity of white-collar crime definitions using experimental survey data,2021,"Objectives We examine the extent to which the characteristics of offenders, the circumstance of offending, and offense characteristics affect public willingness to label an offense a “white-collar” crime. Methods We conducted a multidimensional factorial vignette survey hosted onAmazon’s Mechanical Turk. Participants (N = 2696) were randomly assigned to receive information about three of eighteen scenarios that could be considered white-collar crimes. Analyses are conducted at the scenario level with respondent-level fixed effects. Results Scenarios in which offenders had high status were rated more highly on a scale of “white-collarness.” Occupational access was also associated with higher ratings for both middle-status and upper-status offenders. Scenarios in which the means and consequences of the crime were financial were more likely to be considered white-collar crime. Conclusions In order to maximize generalizability and to support evidence-based policies, white-collar crime research should rely on a definition that incorporates practically relevant dimensions of offender status, occupational access, and financial means.",10.1007/s11292-020-09455-6 --> https://link.springer.com/article/10.1007/s11292-020-09455-6
c. campbell s. m. gaddis,'I Don't Agree with Giving Cash': A Survey Experiment Examining Support for Public Assistance,2015,"Existing sociological research on support for anti-poverty programs largely focuses on broad categories of welfare or assistance to the poor rather than particular types of transfers. Using an experimental survey design and mixed methods research, we examine whether support for anti-poverty programs is consistent across different types of anti-poverty programs. We find that programs that offer benefits in-kind are more popular than cash transfers. Food stamps and child care subsidies, in particular, garner greater support than cash welfare while housing assistance falls in a middle ground between food stamps/childcare subsidies and cash welfare. However, when public assistance comes through an increase in personal tax obligation, only food stamps remain more popular than cash welfare. The qualitative findings show that when evaluating anti-poverty programs, respondents adopt one of two perspectives: (1) cash assistance is problematic but other forms of assistance are acceptable or (2) any assistance is problematic. We conclude with a discussion of policy implications and how these findings may inform future sociological research.",10.2139/ssrn.2599513
sterling a. bone glenn l. christensen jerome d. williams,"Rejected, shackled, and alone: The impact of systemic restricted choice on minority consumers’ construction of self.",2014,"This research investigates the experience of systemic restricted choice and its impact on self-concept among racial and ethnic minority consumers seeking financing. Choosing loans is an involved consumer choice journey, and encountering systemic, chronic, and uncontrollable restrictions on choice at any level of the goal/choice hierarchy limits and even prohibits minorities' ability to make desired choices. Across a multimethod investigation, these three studies demonstrate that minorities experiencing systemic restricted choice endure deleterious impacts to self-concept, including framing the self as fettered, alone, discriminated, and subservient, as well as marked reductions in self-esteem, self-autonomy, and self-efficacy. Minority consumers also frame themselves as striving in a world of limited resources and fighting uphill, often losing battles. Juxtaposing the experiences of racial/ethnic minorities against the choice journeys of educationally and economically similar white consumers puts those minority experiences in sharp relief. The theoretical and transformative consumer research implications of these findings are discussed.",10.1086/676689
paola enríquez duque,(Mis)pronunciations of Hispanic Given Names in the U.S.: Positionalities and Discursive Strategies at Play,2023,"This qualitative study examines the indexical nature of given names and their role in self-positioning within diverse social contexts. The study centers on the pronunciation of Hispanic given names in the United States. The analysis is grounded in interviews with six young adults who recognize that their names have Spanish and English variants, and it demonstrates that bearers’ phonological awareness plays a critical role in distinguishing name variants and mispronunciations, as evidenced through metalinguistic comments. These distinctions are additionally shaped by personal criteria. By examining the participants’ narratives and one participant’s discursive strategies in particular, I show that the pronunciation of given names constitutes a significant linguistic resource intentionally mobilized and managed to negotiate social positionings. Moreover, this research highlights that conferring Hispanic given names in the U.S. constitutes a sociocultural strategy that extends beyond an indexical ethnocultural naming practice across generations. This practice is found to be a means of fostering and maintaining intergenerational relationships.",10.3390/languages8030199
"mehdi farajallah, r. hammond, t. pénard,",What Drives Pricing Behavior in Peer-to-Peer Markets? Evidence from the Carsharing Platform BlaBlaCar,2016,"How are prices and market outcomes determined on peer-to-peer platforms? More importantly, how should we expect price-setting and demand behavior to change as these markets mature? We provide the first empirical analysis of the world’s leading carsharing platform, BlaBlaCar. Our econometric model explicitly accounts for the joint determination of price and quantity demanded and finds that pricing decisions evolve as drivers gain experience with the platform. More-experienced drivers set lower prices and, controlling for price, sell more seats. Our interpretation is that more-experienced drivers on BlaBlaCar learn to lower their prices as they gain experience. Further, we find that driver demographics matter. The demographic characteristic with the quantitatively largest effect is for drivers with an Arabic-sounding name, for whom there is meaningfully lower demand, despite the fact that these drivers set lower prices. In total, our results suggest that peer-to-peer markets such as BlaBlaCar share some characteristics with other types of peer-to-peer markets such as eBay but remain a unique and rich setting in which there are many new insights to be gained.",data/airbnb.pdf
"jill d. weinberg, j. freese, david mcelhattan,",Comparing data characteristics and results of an online factorial survey between a population-based and a crowdsource-recruited sample,2014,"Compared to older kinds of sample surveys, online platforms provide a fast and low-cost platform for factorial surveys, as well as a more demographically diverse alternative to student samples. Two distinct strategies have emerged for recruitment: using panels based on population-based samples versus recruiting people actively seeking to complete online tasks for money. The latter is much cheaper but prompts various concerns about data quality and generalizability. We compare results of three vignette experiments conducted using the leading online panel that uses a population-based paradigm (Knowledge Networks, now GfK) and the leading platform for crowdsource recruitment (Amazon Mechanical Turk). Our data show that, while demographic differences exist, most notably in age, the actual results of our experiments are very similar, especially once these demographic differences have been taken into account. Indicators of data quality were actually slightly better among the crowdsource subjects. Although more evidence is plainly needed, our results support the accumulating evidence for the promise of crowdsource recruitment for online experiments, including factorial surveys.",data/audit.pdf
s. hati t. balqiah arga hananto elevita yuliati,A decade of systematic literature review on Airbnb: the sharing economy from a multiple stakeholder perspective,2021,"Airbnb, which launched its business in 2009, has experienced explosive growth by creating value through the sharing economy business model. The Airbnb business model helps property owners exploit underutilized assets. However, along with its rapid growth, controversies have arisen among many stakeholders, especially the traditional hotel industry, communities, and policymakers. This study reviews academic articles to pinpoint the factors involved in the relationships among Airbnb and its multiple stakeholders. The aim is to identify the benefits, drawbacks, and issues surrounding Airbnb. The analysis is based on the perspectives of six Airbnb stakeholders: guests, hosts, employees, communities, competitors, and policymakers. A variety of scholarly journals indexed in the Scopus database were reviewed, with 282 included in the final analysis. The analysis will be useful for academics, practitioners, and policymakers alike, as it summarizes the Airbnb relevant actors, identifies key factors that influence stakeholder behavior, and assesses the power and level of influence of each stakeholder. Ultimately, the study points to potential directions for future research on Airbnb.",10.1016/j.heliyon.2021.e08222 --> https://pubmed.ncbi.nlm.nih.gov/34754973/
"marianne bertrand, s. mullainathan,",Are Emily and Greg More Employable than Lakisha and Jamal? A Field Experiment on Labor Market Discrimination,2003,"We perform a field experiment to measure racial discrimination in the labor market. We respond with fictitious resumes to help-wanted ads in Boston and Chicago newspapers. To manipulate perception of race, each resume is randomly assigned either a very African American sounding name or a very White sounding name. The results show significant discrimination against African-American names: White names receive 50 percent more callbacks for interviews. We also find that race affects the benefits of a better resume. For White names, a higher quality resume elicits 30 percent more callbacks whereas for African Americans, it elicits a far smaller increase. Applicants living in better neighborhoods receive more callbacks but, interestingly, this effect does not differ by race. The amount of discrimination is uniform across occupations and industries. Federal contractors and employers who list Equal Opportunity Employer in their ad discriminate as much as other employers. We find little evidence that our results are driven by employers inferring something other than race, such as social class, from the names. These results suggest that racial discrimination is still a prominent feature of the labor market.",data/audit.pdf
"kevin j. mullinix, thomas j. leeper, j. druckman, j. freese,",The Generalizability of Survey Experiments*,2015,"Abstract Survey experiments have become a central methodology across the social sciences. Researchers can combine experiments’ causal power with the generalizability of population-based samples. Yet, due to the expense of population-based samples, much research relies on convenience samples (e.g. students, online opt-in samples). The emergence of affordable, but non-representative online samples has reinvigorated debates about the external validity of experiments. We conduct two studies of how experimental treatment effects obtained from convenience samples compare to effects produced by population samples. In Study 1, we compare effect estimates from four different types of convenience samples and a population-based sample. In Study 2, we analyze treatment effects obtained from 20 experiments implemented on a population-based sample and Amazon's Mechanical Turk (MTurk). The results reveal considerable similarity between many treatment effects obtained from convenience and nationally representative population-based samples. While the results thus bolster confidence in the utility of convenience samples, we conclude with guidance for the use of a multitude of samples for advancing scientific knowledge.",data/audit.pdf
elizabeth m. briones grant benham,An examination of the equivalency of self-report measures obtained from crowdsourced versus undergraduate student samples,2016,"Increasingly, researchers have begun to explore the potential of the Internet to reach beyond the traditional undergraduate sample. In the present study, we sought to compare the data obtained from a conventional undergraduate college-student sample to data collected via two online survey recruitment platforms. In order to examine whether the data sampled from the three populations were equivalent, we conducted a test of equivalency using inferential confidence intervals-an approach that differs from the more traditional null hypothesis significance testing. The results showed that the data obtained via the two online recruitment platforms, the Amazon Mechanical Turk crowdsourcing site and the virtual environment of Second Life, were statistically equivalent to the data obtained from the college sample, on the basis of means of standardized measures of psychological stress and sleep quality. Additionally, correlations between the sleep and stress measures were not statistically different between the groups. These results, along with practical considerations for the use of these recruitment platforms, are discussed, and recommendations for other researchers who may be considering the use of these platforms are provided.",10.3758/s13428-016-0710-8 --> https://pubmed.ncbi.nlm.nih.gov/26907746/
"s. lieberson, kelly s. mikelson,","DISTINCTIVE AFRICAN AMERICAN NAMES: AN EXPERIMENTAL, HISTORICAL, AND LINGUISTIC ANALYSIS OF INNOVATION*",1995,"Many African American parents create unique names for their children. Although in the United States there are no formal ""rules"" limiting the sounds parents may combine in creating a child's name, innovative names are not simply free-floating imaginative acts; they actually incorporate certain implicit practices found in the culture of both Whites and African Americans. Consequently, on hearing an innovative name, a stranger usually can guess the sex of the child. We are able to infer the linguistic features that influence innovations because these features appear more appropriate or less appropriate, depending on the sex of the child. We interpret our observations in terms of a cultural perspective on innovation which argues that the existing culture operates as an independent force to set bounds on creativity and imagination, independent of the influence of organizations or institutions. We also evaluate an alternative perspective. We analyze innovative naming patterns in the past 75 years and then consider both the influence of African heritage in America and the thrust toward African roots in recent decades. Here too we find a naming mechanism whereby adopted African names are modified by American linguistic conventions.",data/audit.pdf
david s. pedulla,"Emerging Frontiers in Audit Study Research: Mechanisms, Variation, and Representativeness",2018,"Audit studies have gained popularity in the social sciences, producing important insights about discrimination and bias across a range of social statuses, such as race and gender. Yet, important questions persist about why, when, and where discrimination and bias emerge. In this chapter, I suggest that tackling these issues is a central task of audit studies and discuss emerging frontiers of audit study research that are attempting to address these pressing issues. First, audit studies can contribute to our understanding of why discrimination occurs by incorporating strategies to uncover the mechanisms that drive the empirical patterns observed in the data. Second, audit studies can provide insights about when and where discrimination and bias occur by paying attention to theoretically important variation in average treatment effects and clarifying the representativeness of a given set of findings. Throughout, I present evidence from recent audit study research that pushes the boundaries on each of these frontiers and discuss potential paths forward to continue to advance the design, implementation, and contribution of this method to social science research. Keywords Audit studies Mechanisms Research design Representativeness",10.1007/978-3-319-71153-9_9 --> https://link.springer.com/chapter/10.1007/978-3-319-71153-9_9
samantha j kellar erika v. hall,Measuring Racial Discrimination Remotely: A Contemporary Review of Unobtrusive Measures,2022,"Social-science researchers have increasingly moved from conducting their studies in a face-to-face format to an online format. Although new and innovative remote platforms afford researchers generalizability and scale, many of these platforms also tend to solicit socially desirable responses. This pattern of socially desirable responding is evident in examinations of racial discrimination, in which participants are particularly determined to present themselves as ethical and moral. In the current article, we rectify the concern between remote platforms and inauthentic participant responses by reviewing unobtrusive measures of racial discrimination. First, we conceptualize unobtrusive measures as measurements that assess a participant’s discriminatory action without the participant’s knowledge that the specific discriminatory action is under observation. Next, we review the landscape of unobtrusive studies conducted within three broad categories—audit, helping, and friendly interaction—and discuss how these measures have changed over time. Finally, we discuss how to adapt classic face-to-face measures to remote platforms and provide recommendations for implementing unobtrusive measures into remote examinations of discrimination.",10.1177/17456916211045691
shahar sansani,Ethnic Discrimination Against Landlords in the Rental Housing Market,2020,"In this paper, we examine ethnic discrimination against landlords by analyzing whether Arab (minority) landlords receive fewer inquiries than Jewish (non-minority) landlords for available apartments for rent. Two hundred and forty-eight fictitious advertisements for apartments for rent were advertised, half with names signaling Jewish individuals and half with names signaling Arab individuals. Moreover, the amount of information regarding the apartments was varied, as half of the advertisements included pictures and a longer description of the apartments, decreasing the uncertainty regarding potential landlords. Finally, through contact-sharing smartphone applications, we examine the ethnicity of the individuals calling each type of advertisement. The main finding is that Jewish landlords receive 36 percent more inquiries overall than Arab landlords, from 29 percent more unique phone numbers than Arab landlords. This finding holds for both high-information and low-information listings. In addition, we find that the more left-leaning a city is politically, the smaller the difference in inquiries between the two types of landlords. Finally, we find that the difference in inquiries received is driven by non-Arab (Jewish) potential tenants.",10.2139/ssrn.3578468
vedran simic a. liem,"THE SHARING ECONOMY'S SUCCESS: ADVANTAGES, DRAWBACKS, AND APPLICATIONS",2023,"Abstract The emergence of intermediary platforms created networks that facilitate peer-to-peer interactions, as well as encourage the sharing of goods and services within the context of collaborative consumption and cost saving. This article sets out to inspect “why the sharing economy is so successful” and provide a critical viewpoint on the topic's essential ideas, while also taking a perspective on the advantages and disadvantages that affect the end users. A literature review paired with case studies of Airbnb, Uber, and other applications of the shared economy, looks upon how despite their rapid market growth in the past decade and public approval, such platforms caused disruptions to the markets they operate in. Results indicate that by being involved as a part of the collaborative consumption ecosystem, either as a provider or a user, the absence of personal ownership is key, while the utilisation of the product needs to be maximised to result in a pleasant experience. However, it is critical that the development of these platforms which thrive on connecting people stays closely monitored by regulatory bodies, and that the legislation needed for prevention of unethical practices follows quickly enough to ensure rightful operation.",10.1017/pds.2023.350
lincoln quillian john j. lee brandon honoré,"Racial Discrimination in the U.S. Housing and Mortgage Lending Markets: A Quantitative Review of Trends, 1976–2016",2020,"We examine trends in racial and ethnic discrimination in U.S. housing and mortgage lending markets through a quantitative review of studies. We code and analyze as a time series results from 16 field experiments of housing discrimination and 19 observational studies of mortgage lending discrimination. Consistent with prior research, we find evidence of a decline in housing discrimination from the late 1970s to the present. Our results show that this trend holds in both the national audits sponsored by the U.S. Department of Housing and Urban Development (HUD) and in non-HUD studies. The decline in discrimination is strongest for discrimination that involves direct denial of housing availability, for which discrimination has declined to low levels. The downward trend in discrimination is weaker for measures reflecting the number of units recommended and inspected, and significant discrimination remains for these outcomes. In the mortgage market, we find that racial gaps in loan denial have declined only slightly, and racial gaps in mortgage cost have not declined at all, suggesting persistent racial discrimination. We discuss the implications of these trends for housing inequality, racial segregation, and racial disparities in household wealth.",10.1007/s12552-019-09276-x --> https://link.springer.com/article/10.1007/s12552-019-09276-x
a. arechar s. gächter lucas molleman,Conducting interactive experiments online,2017,"Online labor markets provide new opportunities for behavioral research, but conducting economic experiments online raises important methodological challenges. This particularly holds for interactive designs. In this paper, we provide a methodological discussion of the similarities and differences between interactive experiments conducted in the laboratory and online. To this end, we conduct a repeated public goods experiment with and without punishment using samples from the laboratory and the online platform Amazon Mechanical Turk. We chose to replicate this experiment because it is long and logistically complex. It therefore provides a good case study for discussing the methodological and practical challenges of online interactive experimentation. We find that basic behavioral patterns of cooperation and punishment in the laboratory are replicable online. The most important challenge of online interactive experiments is participant dropout. We discuss measures for reducing dropout and show that, for our case study, dropouts are exogenous to the experiment. We conclude that data quality for interactive experiments via the Internet is adequate and reliable, making online interactive experimentation a potentially valuable complement to laboratory studies.",10.2139/ssrn.2884409
i. gleibs,Are all “research fields” equal? Rethinking practice for the use of data from crowdsourcing market places,2016,"New technologies like large-scale social media sites (e.g., Facebook and Twitter) and crowdsourcing services (e.g., Amazon Mechanical Turk, Crowdflower, Clickworker) are impacting social science research and providing many new and interesting avenues for research. The use of these new technologies for research has not been without challenges, and a recently published psychological study on Facebook has led to a widespread discussion of the ethics of conducting large-scale experiments online. Surprisingly little has been said about the ethics of conducting research using commercial crowdsourcing marketplaces. In this article, I focus on the question of which ethical questions are raised by data collection with crowdsourcing tools. I briefly draw on the implications of Internet research more generally, and then focus on the specific challenges that research with crowdsourcing tools faces. I identify fair pay and the related issue of respect for autonomy, as well as problems with the power dynamic between researcher and participant, which has implications for withdrawal without prejudice, as the major ethical challenges of crowdsourced data. Furthermore, I wish to draw attention to how we can develop a “best practice” for researchers using crowdsourcing tools.",10.3758/s13428-016-0789-y --> https://link.springer.com/article/10.3758/s13428-016-0789-y
jacob young k. young,Don’t Get Lost in the Crowd: Best Practices for Using Amazon’s Mechanical Turk in Behavioral Research,2019,"The use of Amazon’s Mechanical Turk (MTurk) to conduct academic research has steadily grown since its inception in 2005. The ability to control every aspect of a study, from sampling to collection, is extremely appealing to researchers. Unfortunately, the additional control offered through MTurk can also lead to poor data quality if researchers are not careful. Despite research on various aspects of data quality, participant compensation, and participant demographics, the academic literature still lacks a practical guide to the effective use of settings and features in MTurk for survey and experimental research. Therefore, the purpose of this tutorial is to provide researchers with a recommended set of best practices to follow before, during, and after collecting data via MTurk to ensure that responses are of the highest possible quality. We also recommend that editors and reviewers place more emphasis on the collection methods employed by researchers, rather than assume that all samples collected using a given online platform are of equal quality. We also recommend that editors and reviewers place more emphasis on the collection methods employed by researchers, rather than assuming that all samples collected using a given online platform are of equal quality.",10.17705/3jmwa.000050
paschalis arvanitidis a. economou georgios grigoriou c. kollias,Trust in peers or in the institution? A decomposition analysis of Airbnb listings’ pricing,2020,"ABSTRACT The present paper examines whether Airbnb listing prices differ significantly between ‘casual’ hosts and hosts with multiple listings, regarded as professionals. To this effect the Airbnb apartment market in Athens (Greece) is used as a case study. Drawing on a sample of about 3.500 Airbnb apartments listed in May 2017, the study employs, first, typical hedonic price modelling to assess the determinants of listings’ price of both groups, and then it uses the Blinder–Oaxaca decomposition methodology to examine whether there is a price gap between casual and professional hosts, the characteristics that cause this price gap and their relative contribution to it. The research finds a statistically significant difference in the Airbnb pricing between casual and professional hosts, where about a half of the price gap is attributed to the ‘better’ listings that professionals manage (in terms of size, availability of amenities and locational attributes), and a half to the different reaction hosts have towards specific Airbnb characteristics. In particular, professionals value higher (i.e. place more trust on) the Superhost badge issued by Airbnb as an institution, whereas casual hosts place trust on (and price accordingly) the evaluations provided by the guests.",10.1080/13683500.2020.1806794
c. goldin c. rouse,"Orchestrating Impartiality: The Impact of ""Blind"" Auditions on Female Musicians",1997,"Discrimination against women has been alleged in hiring practices for many occupations, but it is extremely difficult to demonstrate sex-biased hiring. A change in the way symphony orchestras recruit musicians provides an unusual way to test for sex-biased hiring. To overcome possible biases in hiring, most orchestras revised their audition policies in the 1970s and 1980s. A major change involved the use of blind' auditions with a screen' to conceal the identity of the candidate from the jury. Female musicians in the top five symphony orchestras in the United States were less than 5% of all players in 1970 but are 25% today. We ask whether women were more likely to be advanced and/or hired with the use of blind' auditions. Using data from actual auditions in an individual fixed-effects framework, we find that the screen increases by 50% the probability a woman will be advanced out of certain preliminary rounds. The screen also enhances, by severalfold, the likelihood a female contestant will be the winner in the final round. Using data on orchestra personnel, the switch to blind' auditions can explain between 30% and 55% of the increase in the proportion female among new hires and between 25% and 46% of the increase in the percentage female in the orchestras since 1970.",10.1257/AER.90.4.715
s. m. gaddis,Signaling Class: An Experiment Examining Social Class Perceptions from Names Used in Correspondence Audit Studies,2019,"Field and survey experiments examining racial discrimination and inequality commonly use names to signal race and ethnicity. However, little work has been done to understand how individuals interpret these signals. Despite strong concerns that racialized names simultaneously signal social class, no work has scientifically examined the social class signaling power of names used in previous research. In this article, I conduct a survey experiment to test individual perceptions of social class from names. Respondents are presented with a series of first and last names and asked to state the social class category they associate with each name. In total, 7,936 respondents provide their social class perceptions on 600 different combinations of first and last names. I find that black and Hispanic names are much more likely to be perceived as lower or working class than white names, which are overwhelmingly perceived as middle or upper class. These perceptions are independent of the effect of population-based socioeconomic naming patterns. Overall, this research suggests that scholars must not assume that population patterns in naming are indicative of individual perceptions of names. Instead, scholars should pretest names ethnicity before conducting a field or survey experiment to increase internal validity.",10.2139/ssrn.3350739
s. m. gaddis,Assessing Immigrant Generational Status from Names: Evidence for Experiments Examining Racial/Ethnic and Immigrant Discrimination,2019,"Evidence of racial and ethnic discrimination stems mostly from experiments in the U.S., Europe, and elsewhere that use names to signal race/ethnicity. Although recent work has examined individual racial perceptions of names in the U.S., no research has examined how names might convey immigrant generational status – an important signal for discrimination experiments across the world. I conduct a survey experiment that presents respondents with a series of first and last names to examine perceptions of immigrant generational status in the U.S. In total, 1,659 respondents provide information on 56 different names. I find that when presented with both traditional first and last Hispanic, Indian, or Chinese names, respondents most often believe that person was not born in the U.S. When presented with traditional white or Anglo first names combined with Hispanic or Asian last names, respondents most often believe that person was born in the U.S. but their parents were not. Individual names provide some variation within these results and some groups have stronger results than others. These findings have important implications for discrimination experiments in the U.S. and open the door for future research to distinguish between discrimination based on race/ethnicity and discrimination based on immigration status.",10.2139/ssrn.3022217
giana m. eckhardt m. houston baojun jiang cait lamberton a. rindfleisch g. zervas,Marketing in the Sharing Economy,2019,"The last decade has seen the emergence of the sharing economy as well as the rise of a diverse array of research on this topic both inside and outside the marketing discipline. However, the sharing economy’s implications for marketing thought and practice remain unclear. This article defines the sharing economy as a technologically enabled socioeconomic system with five key characteristics (i.e., temporary access, transfer of economic value, platform mediation, expanded consumer role, and crowdsourced supply). It also examines the sharing economy’s impact on marketing’s traditional beliefs and practices in terms of how it challenges three key foundations of marketing: institutions (e.g., consumers, firms and channels, regulators), processes (e.g., innovation, branding, customer experience, value appropriation), and value creation (e.g., value for consumers, value for firms, value for society) and offers future research directions designed to push the boundaries of marketing thought. The article concludes with a set of forward-looking guideposts that highlight the implications of the sharing economy’s paradoxes, maturation, and technological development for marketing research. Collectively, this article aims to help marketing scholars not only keep pace with the sharing economy but also shape its future direction.",10.1177/0022242919861929
miroslav tushev fahime ebrahimi anas mahmoud,A Systematic Literature Review of Anti-Discrimination Design Strategies in the Digital Sharing Economy,2022,"Applications of the Digital Sharing Economy (DSE), such as Uber, Airbnb, and TaskRabbit, have become a main facilitator of economic growth and shared prosperity in modern-day societies. However, recent research has revealed that the participation of minority groups in DSE activities is often hindered by different forms of bias and discrimination. Evidence of such behavior has been documented across almost all domains of DSE, including ridesharing, lodging, and freelancing. However, little is known about the underlying design decisions of DSE platforms which allow certain demographics of the market to gain unfair advantage over others. To bridge this knowledge gap, in this paper, we systematically synthesize evidence from 58 interdisciplinary studies to identify the pervasive discrimination concerns affecting DSE platforms along with their triggering features and mitigation strategies. Our objective is to consolidate such interdisciplinary evidence from a software design point of view. Our results show that existing evidence is mainly geared towards documenting and mitigating issues of racism and sexism affecting platforms of ridesharing, lodging, and freelancing. Our review further shows that discrimination concerns in the DSE market are commonly enabled by features of user profiles and commonly impact reputation systems.",10.1109/TSE.2021.3139961
